PMID,Amount,Country,Region,ISO3
14581268,179,France,Europe,FRA
14581307,146,Canada,North America,CAN
14581707,19,USA,North America,USA
14585107,220,UK,Europe,GBR
14585937,221,Netherlands,Europe,NLD
14585939,123,Sweden,Europe,SWE
14586050,74,Netherlands,Europe,NLD
14587010,88,Austria,Europe,AUT
14593039,434,UK,Europe,GBR
14594792,170,USA,North America,USA
14594883,215,Denmark,Europe,DNK
14596355,272,China,Asia-Pacific,CHN
14596361,40,Russia,Europe,RUS
14597500,539,USA,North America,USA
14600049,5412,USA,North America,USA
14600050,196,USA,North America,USA
14600055,286,USA,North America,USA
14600063,360,USA,North America,USA
14601338,189,UK,Europe,GBR
14601350,178,Denmark,Europe,DNK
14601352,244,UK,Europe,GBR
14601849,40,USA,North America,USA
14602878,224,Italy,Europe,ITA
14603216,51,USA,North America,USA
14604452,32,Israel,Middle East,ISR
14604931,843,UK,Europe,GBR
14604932,290,UK,Europe,GBR
14604933,169,Hong Kong,Asia-Pacific,CHN
14606080,216,China,Asia-Pacific,CHN
14606102,60,Sweden,Europe,SWE
14606111,70,China,Asia-Pacific,CHN
14607440,100,Switzerland,Europe,CHE
14607447,17,USA,North America,USA
14607557,310,UK,Europe,GBR
14607566,109,Iran,Middle East,IRN
14607573,190,Netherlands,Europe,NLD
14607575,40,Germany,Europe,DEU
14607578,20,USA,North America,USA
14607581,822,USA,North America,USA
14607583,114,USA,North America,USA
14609434,238,USA,North America,USA
14609531,29,Israel,Middle East,ISR
14609832,362,UK,Europe,GBR
14613285,242,USA,North America,USA
14613469,560,USA,North America,USA
14614218,22,Japan,Asia-Pacific,JPN
14614669,127,USA,North America,USA
14614782,172,Germany,Europe,DEU
14616278,30,France,Europe,FRA
14616423,30,Israel,Middle East,ISR
14616428,110,Hong Kong,Asia-Pacific,CHN
14616791,2453,Iran,Middle East,IRN
14617471,295,Nigeria,Africa,NGA
14617545,42,USA,North America,USA
14621090,248,Netherlands,Europe,NLD
14622490,206,UK,Europe,GBR
14622664,149,USA,North America,USA
14622666,33,USA,North America,USA
14622687,319,USA,North America,USA
14623840,101,Australia,Asia-Pacific,AUS
14627063,627,USA,North America,USA
14627785,597,USA,North America,USA
14629289,56,Switzerland,Europe,CHE
14629771,39,Vietnam,Asia-Pacific,VNM
14629775,200,Netherlands,Europe,NLD
14629776,574,Australia,Asia-Pacific,AUS
14630678,196,USA,North America,USA
14630756,213,Netherlands,Europe,NLD
14631456,28,Canada,North America,CAN
14632207,211,USA,North America,USA
14632754,20,Singapore,Asia-Pacific,SGP
14633141,53,USA,North America,USA
14633146,38,Netherlands,Europe,NLD
14633147,25,USA,North America,USA
14633754,37,Italy,Europe,ITA
14633757,40,UK,Europe,GBR
14633758,150,Belgium,Europe,BEL
14633947,14,Israel,Middle East,ISR
14633951,60,USA,North America,USA
14633959,270,Hong Kong,Asia-Pacific,CHN
14635971,54,UK,Europe,GBR
14635973,50,Canada,North America,CAN
14636346,97,India,Asia-Pacific,IND
14636805,170,USA,North America,USA
14636806,170,USA,North America,USA
14636819,30,USA,North America,USA
14638484,12,Germany,Europe,DEU
14638485,15,Thailand,Asia-Pacific,THA
14638493,41,USA,North America,USA
14638501,202,USA,North America,USA
14639794,498,France,Europe,FRA
14640494,175,Tanzania,Africa,TZA
14641799,441,Sweden,Europe,SWE
14641801,174,UK,Europe,GBR
14641839,546,Tanzania,Africa,TZA
14642684,84,UK,Europe,GBR
14642690,305,New Zealand,Asia-Pacific,NZL
14642699,150,USA,North America,USA
14644671,594,USA,North America,USA
14644780,17,USA,North America,USA
14644852,13,Netherlands,Europe,NLD
14644966,177,UK,Europe,GBR
14644967,240,Norway,Europe,NOR
14645636,547,USA,North America,USA
14645637,207,USA,North America,USA
14645934,191,USA,North America,USA
14645937,261,USA,North America,USA
14645938,824,USA,North America,USA
14645939,396,USA,North America,USA
14652260,723,USA,North America,USA
14652439,97,India,Asia-Pacific,IND
14652832,59,UK,Europe,GBR
14652839,40,UK,Europe,GBR
14654262,26,Netherlands,Europe,NLD
14655926,157,USA,North America,USA
14656837,469,Netherlands,Europe,NLD
14656841,156,Netherlands,Europe,NLD
14657039,387,USA,North America,USA
14657045,22,USA,North America,USA
14660449,719,Kenya,Africa,KEN
14660453,16,USA,North America,USA
14660810,65,Australia,Asia-Pacific,AUS
14662245,400,Italy,Europe,ITA
14662257,47,UK,Europe,GBR
14662267,797,USA,North America,USA
14663127,60,UK,Europe,GBR
14665554,40,UK,Europe,GBR
14665555,396,UK,Europe,GBR
14665996,60,USA,North America,USA
14666006,700,Italy,Europe,ITA
14666010,160,USA,North America,USA
14666011,160,USA,North America,USA
14666012,20,China,Asia-Pacific,CHN
14666019,50,Germany,Europe,DEU
14666022,85,Finland,Europe,FIN
14666025,60,USA,North America,USA
14666027,40,Germany,Europe,DEU
14669295,69,USA,North America,USA
14670782,598,Malawi,Africa,MWI
14670885,151,UK,Europe,GBR
14673604,16,France,Europe,FRA
14675055,20,Switzerland,Europe,CHE
14675064,20,Austria,Europe,AUT
14675083,283,USA,North America,USA
14675406,209,UK,Europe,GBR
14678271,10,Sweden,Europe,SWE
14679117,182,France,Europe,FRA
14679122,40,UK,Europe,GBR
14679124,485,Spain,Europe,ESP
14679407,995,Canada,North America,CAN
14681599,534,USA,North America,USA
14681633,36,Canada,North America,CAN
14681639,15,France,Europe,FRA
14682412,48,Netherlands,Europe,NLD
14684393,47,Finland,Europe,FIN
14684407,254,India,Asia-Pacific,IND
14684584,36,Italy,Europe,ITA
14684587,171,USA,North America,USA
14685830,200,USA,North America,USA
14687093,80,UK,Europe,GBR
14687239,239,UK,Europe,GBR
14687240,104,Norway,Europe,NOR
14687254,706,USA,North America,USA
14687261,20,Switzerland,Europe,CHE
14687272,179,USA,North America,USA
14688378,66,USA,North America,USA
14688685,147,USA,North America,USA
14692904,1133,UK,Europe,GBR
14693537,60,USA,North America,USA
14693773,5,Germany,Europe,DEU
14693782,59,China,Asia-Pacific,CHN
14693783,104,Switzerland,Europe,CHE
14693901,75,Canada,North America,CAN
14694225,88,Netherlands,Europe,NLD
14694237,158,Mexico,North America,MEX
14694695,201,UK,Europe,GBR
14695072,96,UK,Europe,GBR
14695409,399,France,Europe,FRA
14695440,118,Finland,Europe,FIN
14695461,180,Japan,Asia-Pacific,JPN
14695468,20,Japan,Asia-Pacific,JPN
14695665,940,Finland,Europe,FIN
14695785,49,China,Asia-Pacific,CHN
14695786,15,USA,North America,USA
14697682,156,France,Europe,FRA
14699230,44,Sudan,Africa,SDN
14702424,104,UK,Europe,GBR
14703543,720,UK,Europe,GBR
14704300,26,USA,North America,USA
14705281,39,Australia,Asia-Pacific,AUS
14705689,18,France,Europe,FRA
14707796,128,Kenya,Africa,KEN
14708410,1334,China,Asia-Pacific,CHN
14708610,75,Austria,Europe,AUT
14709426,150,USA,North America,USA
14710212,108,Japan,Asia-Pacific,JPN
14710214,92,USA,North America,USA
14710587,733,USA,North America,USA
14711187,70,USA,North America,USA
14711543,210,Denmark,Europe,DNK
14711550,24,USA,North America,USA
14711556,25,Austria,Europe,AUT
14711565,300,USA,North America,USA
14711748,134,UK,Europe,GBR
14711749,138,UK,Europe,GBR
14711911,330,USA,North America,USA
14713317,162,Germany,Europe,DEU
14715085,504,France,Europe,FRA
14715180,172,USA,North America,USA
14715560,67,USA,North America,USA
14716113,96,India,Asia-Pacific,IND
14716774,30,Taiwan,Asia-Pacific,TWN
14716843,50,China,Asia-Pacific,CHN
14717945,86,Spain,Europe,ESP
14717965,659,USA,North America,USA
14718266,324,UK,Europe,GBR
14718821,31,USA,North America,USA
14718892,153,Netherlands,Europe,NLD
14718901,59,Sweden,Europe,SWE
14718904,30,UK,Europe,GBR
14722165,64,USA,North America,USA
14722166,210,UK,Europe,GBR
14722167,49,UK,Europe,GBR
14722170,184,Netherlands,Europe,NLD
14722172,46,Denmark,Europe,DNK
14722173,140,UK,Europe,GBR
14722174,58,Germany,Europe,DEU
14722176,64,Japan,Asia-Pacific,JPN
14722177,76,Japan,Asia-Pacific,JPN
14722364,451,India,Asia-Pacific,IND
14723792,40,Mexico,North America,MEX
14724129,972,UK,Europe,GBR
14724146,113,China,Asia-Pacific,CHN
14724157,137,UK,Europe,GBR
14724301,131,USA,North America,USA
14725515,60,USA,North America,USA
14725544,3,China,Asia-Pacific,CHN
14726297,140,Finland,Europe,FIN
14726370,609,Canada,North America,CAN
14728188,24,USA,North America,USA
14728265,369,USA,North America,USA
14728348,143,USA,North America,USA
14728493,107,USA,North America,USA
14728606,141,Uganda,Africa,UGA
14728607,472,Gambia,Africa,GMB
14729785,44,UK,Europe,GBR
14729792,60,Japan,Asia-Pacific,JPN
14729881,125,Netherlands,Europe,NLD
14730599,195,Finland,Europe,FIN
14732183,37,USA,North America,USA
14734376,124,UK,Europe,GBR
14735177,140,UK,Europe,GBR
14735184,18,USA,North America,USA
14736787,30,Germany,Europe,DEU
14738126,100,India,Asia-Pacific,IND
14738231,171,France,Europe,FRA
14739186,168,Netherlands,Europe,NLD
14739212,160,France,Europe,FRA
14741063,36,Estonia,Europe,EST
14742328,33,Switzerland,Europe,CHE
14742333,300,Canada,North America,CAN
14742344,46,France,Europe,FRA
14742346,525,Australia,Asia-Pacific,AUS
14743119,25,Italy,Europe,ITA
14743852,73,USA,North America,USA
14744821,254,Australia,Asia-Pacific,AUS
14744822,99,UK,Europe,GBR
14745141,20,Japan,Asia-Pacific,JPN
14745142,600,Japan,Asia-Pacific,JPN
14745664,64,Ukraine,Europe,UKR
14745877,316,Japan,Asia-Pacific,JPN
14747668,14,USA,North America,USA
14747670,393,USA,North America,USA
14747671,459,Tanzania,Africa,TZA
14747675,24,Mexico,North America,MEX
14747687,202,Japan,Asia-Pacific,JPN
14747688,297,USA,North America,USA
14748475,50,Japan,Asia-Pacific,JPN
14748864,61,USA,North America,USA
14749224,53,USA,North America,USA
14749230,13,USA,North America,USA
14749231,58,Netherlands,Europe,NLD
14749232,118,USA,North America,USA
14749239,56,USA,North America,USA
14749240,46,Canada,North America,CAN
14749241,205,UK,Europe,GBR
14750378,60,Malaysia,Asia-Pacific,MYS
14751554,18,USA,North America,USA
14751919,129,UK,Europe,GBR
14751924,150,USA,North America,USA
14751925,130,USA,North America,USA
14752407,40,Japan,Asia-Pacific,JPN
14752411,29,Italy,Europe,ITA
14752416,60,USA,North America,USA
14752429,160,USA,North America,USA
14753247,270,Poland,Europe,POL
14753248,298,Italy,Europe,ITA
14755001,13,Croatia,Europe,HRV
14755010,463,USA,North America,USA
14755039,178,Australia,Asia-Pacific,AUS
14756739,319,Denmark,Europe,DNK
14756914,276,Indonesia,Asia-Pacific,IDN
14758431,15469,Nepal,Asia-Pacific,NPL
14759242,95,Germany,Europe,DEU
14759940,143,USA,North America,USA
14760122,588,Germany,Europe,DEU
14760130,161,USA,North America,USA
14760156,840,UK,Europe,GBR
14760368,374,UK,Europe,GBR
14760591,200,Poland,Europe,POL
14761108,76,Canada,North America,CAN
14762036,177,USA,North America,USA
14762352,303,Italy,Europe,ITA
14762357,14,USA,North America,USA
14762367,151,Greece,Europe,GRC
14762633,132,Brazil,South America,BRA
14764774,300,USA,North America,USA
14765752,45,Taiwan,Asia-Pacific,TWN
14766592,17,UK,Europe,GBR
14766713,200,Australia,Asia-Pacific,AUS
14766718,44,USA,North America,USA
14766942,57,Sweden,Europe,SWE
14768951,37,Israel,Middle East,ISR
14769081,993,Belgium,Europe,BEL
14769785,180,Finland,Europe,FIN
14959818,70,USA,North America,USA
14960214,43,Denmark,Europe,DNK
14960215,209,UK,Europe,GBR
14960254,209,UK,Europe,GBR
14960519,260,UK,Europe,GBR
14960530,79,UK,Europe,GBR
14965386,207,UK,Europe,GBR
14965404,24,UK,Europe,GBR
14966078,636,UK,Europe,GBR
14966079,847,UK,Europe,GBR
14966922,27,Switzerland,Europe,CHE
14967373,29,Brazil,South America,BRA
14967379,50,Hong Kong,Asia-Pacific,CHN
14967388,56,Italy,Europe,ITA
14970004,53,USA,North America,USA
14970134,64,USA,North America,USA
14971627,38,UK,Europe,GBR
14974655,59,USA,North America,USA
14974945,322,Switzerland,Europe,CHE
14975458,34,Ireland,Europe,IRL
14975461,164,USA,North America,USA
14975462,140,USA,North America,USA
14975474,30,USA,North America,USA
14975482,20,USA,North America,USA
14976099,608,UK,Europe,GBR
14977764,60,France,Europe,FRA
14977771,174,UK,Europe,GBR
14977778,28,USA,North America,USA
14977792,74,China,Asia-Pacific,CHN
14977793,40,France,Europe,FRA
14977803,50,Switzerland,Europe,CHE
14978288,41,USA,North America,USA
14979498,519,Belgium,Europe,BEL
14979508,74,Sweden,Europe,SWE
14979510,15,Italy,Europe,ITA
14980983,900,UK,Europe,GBR
14981122,60,USA,North America,USA
14981223,48,USA,North America,USA
14982045,544,USA,North America,USA
14982548,120,USA,North America,USA
14982764,17,Germany,Europe,DEU
14982768,12,USA,North America,USA
14982787,52,USA,North America,USA
14982808,10,Netherlands,Europe,NLD
14982865,143,Canada,North America,CAN
14983506,124,USA,North America,USA
14984495,111,UK,Europe,GBR
14984497,110,Sweden,Europe,SWE
14984518,28,Netherlands,Europe,NLD
14984519,30,Germany,Europe,DEU
14984521,40,Switzerland,Europe,CHE
14985138,139,Denmark,Europe,DNK
14985175,24,USA,North America,USA
14985214,27,USA,North America,USA
14985215,20,Germany,Europe,DEU
14985216,16,Switzerland,Europe,CHE
14985217,180,Netherlands,Europe,NLD
14985218,153,India,Asia-Pacific,IND
14985219,41,USA,North America,USA
14985220,56,Bangladesh,Asia-Pacific,BGD
14985222,246,Peru,South America,PER
14985223,523,Kenya,Africa,KEN
14985224,144,Germany,Europe,DEU
14985524,299,Netherlands,Europe,NLD
14985603,1014,USA,North America,USA
14985605,143,USA,North America,USA
14988338,60,UK,Europe,GBR
14988448,50,Australia,Asia-Pacific,AUS
14988449,36,USA,North America,USA
14988451,40,USA,North America,USA
14988452,14,Canada,North America,CAN
14988471,856,USA,North America,USA
14991953,132,China,Asia-Pacific,CHN
14993771,40,Japan,Asia-Pacific,JPN
14995919,72,Sweden,Europe,SWE
14995984,175,USA,North America,USA
14996362,127,Pakistan,Asia-Pacific,PAK
14996673,117,USA,North America,USA
14998423,60,Belgium,Europe,BEL
14998427,25,Turkey,Middle East,TUR
14998609,611,Germany,Europe,DEU
14998812,210,USA,North America,USA
14998842,80,USA,North America,USA
14998844,160,USA,North America,USA
14998848,250,USA,North America,USA
14998850,63,France,Europe,FRA
14998852,51,Austria,Europe,AUT
14999111,16608,USA,North America,USA
15001900,42,USA,North America,USA
15003147,40,South Africa,Africa,ZAF
15003920,63,Australia,Asia-Pacific,AUS
15003976,120,Brazil,South America,BRA
15005820,165,South Africa,Africa,ZAF
15006124,151,UK,Europe,GBR
15009069,60,UK,Europe,GBR
15009362,90,Turkey,Middle East,TUR
15009817,15,Japan,Asia-Pacific,JPN
15010365,34,USA,North America,USA
15010373,407,Netherlands,Europe,NLD
15010623,100,USA,North America,USA
15012646,30,UK,Europe,GBR
15013959,204,Hong Kong,Asia-Pacific,CHN
15013994,90,USA,North America,USA
15014864,110,Australia,Asia-Pacific,AUS
15015612,233,China,Asia-Pacific,CHN
15016940,103,UK,Europe,GBR
15018027,299,Netherlands,Europe,NLD
15020036,100,USA,North America,USA
15020512,60,UK,Europe,GBR
15020517,23,USA,North America,USA
15020522,281,Netherlands,Europe,NLD
15020527,20,UK,Europe,GBR
15020609,129,USA,North America,USA
15023156,493,Switzerland,Europe,CHE
15023158,364,USA,North America,USA
15023160,39,Germany,Europe,DEU
15023378,120,France,Europe,FRA
15023706,150,USA,North America,USA
15023828,401,UK,Europe,GBR
15023830,401,UK,Europe,GBR
15025743,20,Japan,Asia-Pacific,JPN
15026437,2145,UK,Europe,GBR
15026800,120,USA,North America,USA
15028100,327,Japan,Asia-Pacific,JPN
15028356,55,USA,North America,USA
15028365,919,USA,North America,USA
15028375,100,Canada,North America,CAN
15031238,626,Australia,Asia-Pacific,AUS
15031241,66,UK,Europe,GBR
15032259,152,USA,North America,USA
15033841,121,UK,Europe,GBR
15033843,127,USA,North America,USA
15033894,120,UK,Europe,GBR
15033968,13,Australia,Asia-Pacific,AUS
15035551,225,Brazil,South America,BRA
15037401,48,USA,North America,USA
15037402,60,Germany,Europe,DEU
15037403,109,Spain,Europe,ESP
15037404,54,Israel,Middle East,ISR
15037408,14,USA,North America,USA
15037411,37,Chile,South America,CHL
15037413,35,USA,North America,USA
15037444,99,Germany,Europe,DEU
15037821,112,Japan,Asia-Pacific,JPN
15038622,546,Japan,Asia-Pacific,JPN
15038906,826,UK,Europe,GBR
15039146,21,USA,North America,USA
15039148,16,USA,North America,USA
15040556,90,Mozambique,Africa,MOZ
15040557,165,Vietnam,Asia-Pacific,VNM
15040558,143,Bolivia,South America,BOL
15040791,569,Finland,Europe,FIN
15040805,900,Germany,Europe,DEU
15040824,960,Denmark,Europe,DNK
15042673,200,Sweden,Europe,SWE
15043176,160,USA,North America,USA
15043177,153,USA,North America,USA
15043759,100,USA,North America,USA
15044639,207,France,Europe,FRA
15044672,60,USA,North America,USA
15044693,61,China,Asia-Pacific,CHN
15046215,151,USA,North America,USA
15046642,496,Australia,Asia-Pacific,AUS
15047537,176,Thailand,Asia-Pacific,THA
15047786,128,USA,North America,USA
15047787,1194,USA,North America,USA
15047789,110,USA,North America,USA
15049387,90,Sweden,Europe,SWE
15051595,316,USA,North America,USA
15051597,38,UK,Europe,GBR
15051598,17,Denmark,Europe,DNK
15051600,63,UK,Europe,GBR
15051614,42,UK,Europe,GBR
15051694,112,USA,North America,USA
15051842,48,USA,North America,USA
15051843,429,Guatemala,North America,GTM
15051844,453,Mexico,North America,MEX
15053839,134,Japan,Asia-Pacific,JPN
15054015,957,USA,North America,USA
15054036,60,France,Europe,FRA
15054171,886,Australia,Asia-Pacific,AUS
15055251,37,Japan,Asia-Pacific,JPN
15055252,117,Japan,Asia-Pacific,JPN
15055412,103,USA,North America,USA
15055413,188,USA,North America,USA
15055569,571,USA,North America,USA
15056388,841,USA,North America,USA
15056389,142,USA,North America,USA
15056829,63,Japan,Asia-Pacific,JPN
15056835,106,Japan,Asia-Pacific,JPN
15060236,53,USA,North America,USA
15060518,13,Brazil,South America,BRA
15061623,301,Argentina,South America,ARG
15062892,100,USA,North America,USA
15063421,22,USA,North America,USA
15063428,107,Spain,Europe,ESP
15063430,202,USA,North America,USA
15063433,122,USA,North America,USA
15063917,67,USA,North America,USA
15064254,85,UK,Europe,GBR
15064424,45,USA,North America,USA
15065933,48,USA,North America,USA
15065959,408,USA,North America,USA
15065962,209,USA,North America,USA
15066064,42,USA,North America,USA
15066200,20,Australia,Asia-Pacific,AUS
15066459,20,South Africa,Africa,ZAF
15066461,300,Japan,Asia-Pacific,JPN
15066462,41,Italy,Europe,ITA
15066470,28,USA,North America,USA
15066805,15,New Zealand,Asia-Pacific,NZL
15066879,1153,USA,North America,USA
15066971,133,UK,Europe,GBR
15067189,70,Japan,Asia-Pacific,JPN
15069024,48,Netherlands,Europe,NLD
15069729,57,Turkey,Middle East,TUR
15070409,81,USA,North America,USA
15070633,218,India,Asia-Pacific,IND
15070635,614,Nepal,Asia-Pacific,NPL
15070662,134,Netherlands,Europe,NLD
15070666,66,Finland,Europe,FIN
15071015,51,Spain,Europe,ESP
15071151,30,UK,Europe,GBR
15072175,71,Germany,Europe,DEU
15073471,193,Japan,Asia-Pacific,JPN
15073858,734,USA,North America,USA
15075414,294,USA,North America,USA
15077226,79,USA,North America,USA
15077265,81,Netherlands,Europe,NLD
15078261,87,Burkina Faso,Africa,BFA
15080016,60,Norway,Europe,NOR
15080022,101,Japan,Asia-Pacific,JPN
15080373,667,Japan,Asia-Pacific,JPN
15080377,165,Japan,Asia-Pacific,JPN
15080865,100,UK,Europe,GBR
15082472,296,UK,Europe,GBR
15082581,116,Sweden,Europe,SWE
15082726,107,Netherlands,Europe,NLD
15083524,8,Finland,Europe,FIN
15084178,364,Netherlands,Europe,NLD
15084207,386,Germany,Europe,DEU
15084209,42,Finland,Europe,FIN
15084215,10,USA,North America,USA
