ISO3,Authors,DALYs,Participants,PBR,Participant_Share,DALY_Share,A_global_share,P_burden_global_share,P_participant_global_share,A_norm,P_burden_norm,P_participant_norm,Limiting_Factor,Residual,Impact_Scores,Disease,CIS_Country,x,y,Status,Visual_Factor
BDI,1,20900241.71,2620,0.357972646,0.001543731,0.004312427,0.000237079,0.003967438,0.001543731,0.041243726,0.690199528,0.268556746,Over_Performing,0.935824776,"{'Research_Investment': 1.5380584276914078, 'Health_Infrastructure': 0.2608007140783811, 'Governance': 1.1869216917904106}",Respiratory infections and tuberculosis,-0.026396104,0.289178609,0.035718115,Over_Performing,Research_Investment
BEL,29,2703547.179,2937.104433,1.730572078,0.001730572,0.000557833,0.006875296,0.000513207,0.001730572,0.753946622,0.056278435,0.189774943,As_Expected,-0.135395811,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.225952154,0.566748254,0.652936928,As_Expected,Unknown
BEN,2,17196704.08,294.379688,0.048883521,0.000173452,0.003548262,0.000474158,0.003264405,0.000173452,0.121205651,0.834456197,0.044338152,Multiple_Factors,-1.175724173,"{'Research_Investment': 0.8395549269014903, 'Health_Infrastructure': 0.2553717076677898, 'Governance': 0.920005005174188}",Respiratory infections and tuberculosis,0.076852679,0.104940978,0.104967173,Under,Multiple_Factors
BFA,3,44606265.03,360.5632024,0.023082636,0.000212448,0.009203782,0.000711238,0.008467491,0.000212448,0.075734663,0.901643299,0.022622038,Multiple_Factors,-3.538434387,"{'Research_Investment': 1.0306776162974305, 'Health_Infrastructure': 0.2595573515412634, 'Governance': 1.1631482783845952}",Respiratory infections and tuberculosis,0.089135859,0.06048937,0.065588142,Under,Multiple_Factors
BGD,38,146287535.9,12145.76746,0.237092326,0.007156411,0.030184068,0.009009009,0.027769381,0.007156411,0.205054052,0.632058882,0.162887066,Multiple_Factors,-1.746306385,"{'Research_Investment': 0.47241416511559486, 'Health_Infrastructure': 0.2102834091975212, 'Governance': 0.6051183517865766}",Respiratory infections and tuberculosis,0.007910724,0.265414092,0.177582018,Under,Multiple_Factors
BHR,1,214795.1471,0.415141927,0.000244606,2.45E-07,4.43E-05,0.000237079,4.08E-05,2.45E-07,0.852502935,0.146617497,0.000879568,Research_Investment,-4.507781963,"{'Research_Investment': 0.5178018949234617, 'Health_Infrastructure': 0.14725806637775085, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.100611042,0.427131035,0.738289198,Under,Research_Investment
BIH,1,982639.0163,60,0.035352616,3.54E-05,0.000202752,0.000237079,0.000186532,3.54E-05,0.516553347,0.406419595,0.077027058,Research_Investment,-1.458082528,"{'Research_Investment': 0.5838466539706731, 'Health_Infrastructure': 0.03948571391531371, 'Governance': 0.09232208688683591}",Respiratory infections and tuberculosis,0.083224558,0.335303732,0.447348321,Under,Research_Investment
BLR,2,4597086.104,17374,10.23693912,0.010236939,0.000948534,0.000474158,0.000872653,0.010236939,0.040933062,0.075334225,0.883732713,Over_Performing,2.176796612,"{'Research_Investment': 0.6029594099850494, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.143309389,0.904199244,0.035449071,Over_Performing,Research_Investment
BOL,1,13131600.81,3.04835641,0.0006629,1.80E-06,0.002709494,0.000237079,0.002492738,1.80E-06,0.086790918,0.91255155,0.000657532,Research_Investment,-5.002329835,"{'Research_Investment': 1.02131649096192, 'Health_Infrastructure': 0.14852826508571768, 'Governance': 0.2736164026457461}",Respiratory infections and tuberculosis,0.100388059,0.044052991,0.07516314,Under,Research_Investment
BRA,129,83306710.76,59189.96019,2.028934001,0.034875332,0.017188993,0.030583215,0.015813896,0.034875332,0.376304857,0.194578815,0.429116328,Multiple_Factors,-0.793871948,"{'Research_Investment': 0.018429014785971694, 'Health_Infrastructure': 0.08365367559871087, 'Governance': 0.07302690472180813}",Respiratory infections and tuberculosis,-0.2449565,0.617268756,0.325889565,Under,Multiple_Factors
BWA,5,3199696.645,17339,10.21631676,0.010216317,0.000660206,0.001185396,0.00060739,0.010216317,0.098708117,0.050577473,0.85071441,Over_Performing,2.0599431,"{'Research_Investment': 0.5937005960263709, 'Health_Infrastructure': 0.22131681706535994, 'Governance': 0.34021157997921153}",Respiratory infections and tuberculosis,-0.144116808,0.900068469,0.085483737,Over_Performing,Research_Investment
CAN,113,5311628.326,30124.05632,16.19517452,0.017749403,0.001095969,0.026789948,0.001008293,0.017749403,0.588174179,0.022137096,0.389688726,Over_Performing,2.051756947,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.05618079955653742, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.171263432,0.683775815,0.509373781,Over_Performing,Health_Infrastructure
CHE,39,1027032.116,8823.120327,5.198673055,0.005198673,0.000211911,0.009246088,0.000194959,0.005198673,0.631575477,0.013317114,0.355107408,Over_Performing,2.963619536,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.28126776,0.670895147,0.546960408,Over_Performing,Unknown
CHL,14,4379900.962,5835.067196,3.438081482,0.003438081,0.000903722,0.003319109,0.000831425,0.003438081,0.437380007,0.109562173,0.453057821,Over_Performing,1.009542145,"{'Research_Investment': 0.21732760689157518, 'Health_Infrastructure': 0.13404219192468744, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.282943191,0.671747824,0.378782197,Over_Performing,Research_Investment
CHN,361,251639606.8,152656.4174,1.732351146,0.089946728,0.051921764,0.085585586,0.04776809,0.089946728,0.383275553,0.213918512,0.402805936,Governance,-0.558908617,"{'Research_Investment': 0.0810521319398914, 'Health_Infrastructure': 0.09311723360156711, 'Governance': 0.1778104634235579}",Respiratory infections and tuberculosis,-0.226096661,0.594443712,0.331926365,Under,Governance
CIV,16,41394495.74,16101.01922,1.110735446,0.009486886,0.008541085,0.003793267,0.007857809,0.009486886,0.179452824,0.371739205,0.448807971,Multiple_Factors,-1.450253532,"{'Research_Investment': 1.0295140042521205, 'Health_Infrastructure': 0.24678088182553148, 'Governance': 0.9029877264591979}",Respiratory infections and tuberculosis,-0.162666261,0.538534383,0.155410704,Under,Multiple_Factors
CMR,4,39807767.73,1497.616914,0.10743178,0.000882411,0.008213689,0.000948317,0.007556605,0.000882411,0.101020894,0.804978895,0.094000211,Multiple_Factors,-1.826247399,"{'Research_Investment': 0.6229989526140717, 'Health_Infrastructure': 0.25447825236301125, 'Governance': 0.7695293831510869}",Respiratory infections and tuberculosis,0.052036073,0.144510658,0.08748666,Under,Multiple_Factors
COD,2,156833226.3,1288,0.023451879,0.000758903,0.032360001,0.000474158,0.029771242,0.000758903,0.015293308,0.960229353,0.024477338,Multiple_Factors,-2.500493021,"{'Research_Investment': 1.1950532447882416, 'Health_Infrastructure': 0.24972610603179765, 'Governance': 1.0195627853729097}",Respiratory infections and tuberculosis,0.088954094,0.032123992,0.013244393,Under,Multiple_Factors
COL,9,12879818.52,1178.172703,0.261215577,0.000694191,0.002657542,0.002133713,0.002444942,0.000694191,0.404660496,0.463685481,0.131654023,Research_Investment,-1.335940458,"{'Research_Investment': 0.39384379286050614, 'Health_Infrastructure': 0.16854189502288996, 'Governance': 0.09017817775738858}",Respiratory infections and tuberculosis,0.000644846,0.333984271,0.350446269,Under,Research_Investment
CRI,2,817866.5944,46.84645626,0.027602413,2.76E-05,0.000168754,0.000474158,0.000155253,2.76E-05,0.721686568,0.236301539,0.042011893,Research_Investment,0.365059939,"{'Research_Investment': 0.5464422273184351, 'Health_Infrastructure': 0.1767331900704896, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.086931299,0.402855177,0.624998901,Over_Performing,Research_Investment
CUB,4,4093275.97,1343,0.791309384,0.000791309,0.000844581,0.000948317,0.000777016,0.000791309,0.376818288,0.308751063,0.314430649,As_Expected,0.180695392,"{'Research_Investment': 0.6214192703965513, 'Health_Infrastructure': 0.0, 'Governance': 0.03323059150643793}",Respiratory infections and tuberculosis,-0.11707022,0.502839793,0.32633421,As_Expected,Research_Investment
CZE,6,2910841.937,979.2911543,0.577008399,0.000577008,0.000600605,0.001422475,0.000552558,0.000577008,0.557387239,0.216515927,0.226096834,Research_Investment,-0.810267126,"{'Research_Investment': 0.058433573841877834, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.077674617,0.504790454,0.482711509,Under,Research_Investment
DEU,96,12733926.85,15730.60946,3.527630249,0.009268637,0.00262744,0.022759602,0.002417248,0.009268637,0.660742643,0.070176048,0.269081309,Over_Performing,0.641053418,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.284042106,0.59945263,0.572219914,Over_Performing,Unknown
DNK,37,1056893.018,22335.40202,13.16024811,0.013160248,0.000218073,0.00877193,0.000200627,0.013160248,0.396331588,0.0090647,0.594603712,Over_Performing,3.25093423,"{'Research_Investment': 0.0053610172236452135, 'Health_Infrastructure': 0.028802466796621847, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.000124906,0.792769506,0.343233224,Over_Performing,Health_Infrastructure
DOM,1,3054823.589,120.3506662,0.070911848,7.09E-05,0.000630313,0.000237079,0.000579889,7.09E-05,0.26701708,0.653116463,0.079866457,Research_Investment,-1.100072687,"{'Research_Investment': 0.6688385070348887, 'Health_Infrastructure': 0.03929939755143468, 'Governance': 0.14538383784066344}",Respiratory infections and tuberculosis,0.067059144,0.213374997,0.231243574,Under,Research_Investment
ECU,4,8352097.633,1360.08118,0.46501732,0.000801374,0.00172332,0.000948317,0.001585457,0.000801374,0.284340275,0.475378356,0.240281369,Over_Performing,1.486884334,"{'Research_Investment': 0.6326022215482415, 'Health_Infrastructure': 0.08381595712401176, 'Governance': 0.09835183131340743}",Respiratory infections and tuberculosis,-0.052772656,0.382451507,0.246245901,Over_Performing,Research_Investment
EGY,23,56193701.84,2977.443726,0.151305871,0.00175434,0.011594662,0.005452821,0.010667104,0.00175434,0.305065473,0.596785576,0.098148951,Multiple_Factors,-2.582232952,"{'Research_Investment': 0.21946717758301193, 'Health_Infrastructure': 0.17794862605768377, 'Governance': 0.25646512961016565}",Respiratory infections and tuberculosis,0.035585742,0.250681687,0.264194449,Under,Multiple_Factors
ESP,89,7821419.204,17022.18319,6.214834334,0.010029645,0.001613823,0.021100047,0.00148472,0.010029645,0.646954707,0.045523421,0.307521872,Over_Performing,0.957065897,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.03568713162598525, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.260942108,0.630999226,0.560279212,Over_Performing,Health_Infrastructure
EST,1,388025.092,310,0.182655182,0.000182655,8.01E-05,0.000237079,7.37E-05,0.000182655,0.48050862,0.149288532,0.370202848,Over_Performing,3.775479659,"{'Research_Investment': 0.32137536812693474, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.02496263,0.610457158,0.416132672,Over_Performing,Research_Investment
ETH,27,147405666.8,37145.25541,0.719596478,0.021886366,0.030414776,0.006401138,0.027981633,0.021886366,0.113759306,0.497282075,0.388958619,Governance,-1.385390806,"{'Research_Investment': 0.790548103767033, 'Health_Infrastructure': 0.26030812293031225, 'Governance': 1.1393537079807927}",Respiratory infections and tuberculosis,-0.1048966,0.445838272,0.098518449,Under,Governance
FIN,25,876617.5717,16329.49529,9.62150623,0.009621506,0.000180876,0.00592698,0.000166406,0.009621506,0.377156882,0.010589066,0.612254052,Over_Performing,3.610754043,"{'Research_Investment': 0.03805665458894462, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.164309407,0.800832493,0.326627441,Over_Performing,Research_Investment
FJI,1,420839.8683,132,0.077775755,7.78E-05,8.68E-05,0.000237079,7.99E-05,7.78E-05,0.600592945,0.202377654,0.197029401,Over_Performing,2.630405424,"{'Research_Investment': 0.6353316072784304, 'Health_Infrastructure': 0.19557494538565248, 'Governance': 0.2193487028066046}",Respiratory infections and tuberculosis,0.064154001,0.497325874,0.520128748,Over_Performing,Research_Investment
FRA,69,11498382.3,23253.80062,5.775067439,0.013701378,0.002372505,0.016358464,0.002182708,0.013701378,0.507356394,0.067696505,0.424947101,Over_Performing,0.663661081,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.271012995,0.678625298,0.439383526,Over_Performing,Unknown
GAB,1,1625307.24,98,0.057742606,5.77E-05,0.000335356,0.000237079,0.000308528,5.77E-05,0.392938315,0.511358292,0.095703393,Over_Performing,0.602203887,"{'Research_Investment': 0.7288001113877854, 'Health_Infrastructure': 0.20164230232079478, 'Governance': 0.23221215758329003}",Respiratory infections and tuberculosis,0.072795465,0.29217255,0.340294563,Over_Performing,Research_Investment
GBR,340,18256339.6,154238.5292,20,0.090878924,0.003766901,0.080606923,0.003465553,0.090878924,0.460738939,0.019808663,0.519452398,Over_Performing,2.316878794,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.429459468,0.749821867,0.399011626,Over_Performing,Unknown
GEO,3,1832295.567,200.1606727,0.117936723,0.000117937,0.000378065,0.000711238,0.00034782,0.000117937,0.604282991,0.295515388,0.100201621,Research_Investment,-2.842526207,"{'Research_Investment': 0.717255175993554, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.047946407,0.402343116,0.523324421,Under,Research_Investment
GHA,7,30519749.19,10310,0.964667316,0.006074758,0.006297257,0.001659554,0.005793484,0.006074758,0.122677355,0.428265193,0.449057452,Multiple_Factors,-0.857240902,"{'Research_Investment': 0.6240858391345606, 'Health_Infrastructure': 0.25281507308390655, 'Governance': 0.667023727899375}",Respiratory infections and tuberculosis,-0.143158115,0.51039613,0.106241706,Under,Multiple_Factors
GMB,7,2512101.139,4080,2.403977876,0.002403978,0.000518331,0.001659554,0.000476866,0.002403978,0.365508569,0.105027275,0.529464156,Over_Performing,2.180698986,"{'Research_Investment': 0.9897247254877671, 'Health_Infrastructure': 0.2556288304159559, 'Governance': 0.9697168981132535}",Respiratory infections and tuberculosis,-0.26167521,0.712218441,0.316539706,Over_Performing,Research_Investment
GNB,5,3763078.498,1203.30064,0.708997088,0.000708997,0.00077645,0.001185396,0.000714335,0.000708997,0.454396069,0.273825124,0.271778807,Multiple_Factors,0.485675295,"{'Research_Investment': 1.0624052171806524, 'Health_Infrastructure': 0.2475507365940759, 'Governance': 0.957333001957629}",Respiratory infections and tuberculosis,-0.102999537,0.498976841,0.393518539,Over_Performing,Multiple_Factors
GRC,11,2744743.835,902.1909721,0.531580181,0.00053158,0.000566334,0.002607871,0.000521028,0.00053158,0.712439873,0.142338638,0.14522149,Research_Investment,-0.82143491,"{'Research_Investment': 0.09682644368281806, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.068085852,0.501441426,0.616991028,Under,Research_Investment
GRL,1,12085.53717,230,0.135518361,0.000135518,2.49E-06,0.000237079,2.29E-06,0.000135518,0.632393775,0.006119543,0.361486682,Over_Performing,6.665736308,"{'Research_Investment': 0.7196723611229577, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.041355565,0.677683569,0.547669074,Over_Performing,Research_Investment
GTM,4,14608635.97,2837,0.554561261,0.00167159,0.003014256,0.000948317,0.002773119,0.00167159,0.175841323,0.514204735,0.309953943,Research_Investment,0.436896764,"{'Research_Investment': 0.9473345415268574, 'Health_Infrastructure': 0.1762814902534774, 'Governance': 0.48077162227861775}",Respiratory infections and tuberculosis,-0.072999468,0.397874604,0.152283052,Over_Performing,Research_Investment
HND,1,4081732.153,114.0121697,0.067177141,6.72E-05,0.000842199,0.000237079,0.000774825,6.72E-05,0.219704738,0.718041226,0.062254036,Research_Investment,-1.692179007,"{'Research_Investment': 1.1122612111623555, 'Health_Infrastructure': 0.21227867499673025, 'Governance': 0.5429449870325972}",Respiratory infections and tuberculosis,0.068659598,0.172106405,0.190269885,Under,Research_Investment
HRV,3,1126762.695,979,0.576836848,0.000576837,0.000232489,0.000711238,0.00021389,0.000576837,0.473538089,0.142407078,0.384054832,Over_Performing,0.816540815,"{'Research_Investment': 0.2608918554021556, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.077639723,0.620823877,0.410096015,Over_Performing,Research_Investment
HTI,8,13362704.74,2917.374943,0.623444411,0.001718947,0.002757178,0.001896633,0.002536607,0.001718947,0.308286002,0.412309788,0.27940421,Multiple_Factors,-1.504827289,"{'Research_Investment': 0.9553214384993405, 'Health_Infrastructure': 0.24255256633835806, 'Governance': 0.7620257011980202}",Respiratory infections and tuberculosis,-0.086892891,0.433547211,0.266983509,Under,Multiple_Factors
HUN,3,2303709.071,490.6152778,0.289075557,0.000289076,0.000475333,0.000711238,0.000437307,0.000289076,0.494732584,0.304188189,0.201079227,As_Expected,-0.098625068,"{'Research_Investment': 0.10842586832612604, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.007475108,0.448445519,0.428450986,As_Expected,Research_Investment
