PMID,TA,JID,Category
21467283,JAMA,7501160,H
21467234,Cancer Epidemiol Biomarkers Prev,9200608,C
21466679,Trials,101263253,E
21466650,Am J Transplant,100968638,E
21466598,J Intern Med,8904841,H
21466389,Clin Exp Hypertens,9305929,C
21465518,Am J Hematol,7610369,H
21464376,Arch Pediatr Adolesc Med,9422751,H
21464426,Neurology,401060,H
21464362,Arch Gen Psychiatry,372435,H
21464252,Antimicrob Agents Chemother,315061,E
21464363,Arch Gen Psychiatry,372435,H
21464041,Carcinogenesis,8008055,C
21463707,Contemp Clin Trials,101242342,H
21463520,BMC Public Health,100968562,N
21463150,N Engl J Med,255562,H
21463508,BMC Public Health,100968562,N
21463153,N Engl J Med,255562,H
21462725,Ethn Dis,9109034,M
21463149,N Engl J Med,255562,H
21461326,Sleep,7809084,G
21462008,Dev Neuropsychol,8702038,F
21460008,Am J Trop Med Hyg,370507,H
21459988,Psychiatr Serv,9502838,N
21459975,BMJ,8900488,H
21459987,Psychiatr Serv,9502838,N
21459996,Psychiatr Serv,9502838,N
21459791,Haematologica,417435,H
21459815,J Infect Dis,413675,C
21459374,Fertil Steril,372772,C
21459215,Ophthalmology,7802443,H
21458622,Am J Obstet Gynecol,370476,H
21457567,BMC Public Health,100968562,N
21457539,BMC Infect Dis,100968551,C
21457558,Trials,101263253,E
21457056,AIDS Patient Care STDS,9607225,C
21455728,Diabetologia,6777,C
21455043,Gastroenterol Nurs,8915377,M
21454745,J Appl Physiol (1985),8502536,H
21454456,BMJ,8900488,H
21453791,Contemp Clin Trials,101242342,H
21454449,BMJ,8900488,H
21453230,Exp Clin Transplant,101207333,E
21443724,J Gastroenterol Hepatol,8607909,C
23237643,SAHARA J,101226212,I
21451166,Arch Dis Child,372434,H
21450995,J Infect Dis,413675,C
21450251,J Am Med Dir Assoc,100893243,E
21448918,J Bone Miner Res,8610640,D
21449783,N Engl J Med,255562,H
21449786,N Engl J Med,255562,H
21449785,N Engl J Med,255562,H
21448129,Int J Obes (Lond),101256108,C
21447539,J Psychopharmacol,8907828,F
21446929,Acta Obstet Gynecol Scand,370343,H
21446609,Health Soc Work,7611528,I
21445680,J Gen Intern Med,8605834,H
21445242,PLoS One,101285081,H
21444869,J Clin Oncol,8309333,H
21444712,Antimicrob Agents Chemother,315061,E
21444590,Pediatrics,376422,H
21443994,J Am Diet Assoc,7503061,H
21444699,Antimicrob Agents Chemother,315061,E
21443793,Crit Care,9801902,E
21443311,Psychol Addict Behav,8802734,C
21443293,Psychol Addict Behav,8802734,C
21442636,Am J Hematol,7610369,H
21442198,Breast Cancer Res Treat,8111104,C
21441781,Hum Vaccin,101265291,D
21440942,Ophthalmology,7802443,H
21440548,Gastroenterology,374630,H
21440878,J Acupunct Meridian Stud,101490763,I
21439754,J Am Coll Cardiol,8301365,H
21439514,J Microbiol Immunol Infect,100956211,G
21439049,BMC Public Health,100968562,N
21439047,Implement Sci,101258411,H
21439044,BMC Public Health,100968562,N
21439042,Trials,101263253,E
21439030,J Cardiothorac Surg,101265113,E
21438799,Am J Drug Alcohol Abuse,7502510,C
21437714,J Headache Pain,100940562,F
21436594,Circ J,101137683,C
21436463,J Appl Physiol (1985),8502536,H
21436459,J Appl Physiol (1985),8502536,H
21436597,Circ J,101137683,C
21435609,JACC Cardiovasc Interv,101467004,E
21435608,JACC Cardiovasc Interv,101467004,E
21435252,BMC Cardiovasc Disord,100968539,C
21435251,BMC Geriatr,100968548,H
21435214,Trials,101263253,E
21435203,BMC Fam Pract,100967792,H
21435612,JACC Cardiovasc Interv,101467004,E
21435238,BMC Pregnancy Childbirth,100967799,C
21434968,Child Care Health Dev,7602632,M
21432860,Clin Cardiol,7903272,H
21430302,Cancer Epidemiol Biomarkers Prev,9200608,C
21430116,Am J Clin Nutr,376027,G
21430075,Cancer Prev Res (Phila),101479409,C
21429234,BMC Public Health,100968562,N
21429223,BMC Pregnancy Childbirth,100967799,C
21429226,BMC Public Health,100968562,N
21428766,N Engl J Med,255562,H
21427643,Am J Geriatr Psychiatry,9309609,F
21426582,BMC Public Health,100968562,N
21426572,BMC Oral Health,101088684,C
21426372,Br J Clin Pharmacol,7503323,H
21423852,J Acquir Immune Defic Syndr,100892005,C
21424279,Breast Cancer Res Treat,8111104,C
21425510,Reg Anesth Pain Med,9804508,N
21422960,Med Care,230027,N
21422438,J Clin Oncol,8309333,H
21423000,Crit Care Med,355501,N
21422304,Arch Otolaryngol Head Neck Surg,8603209,H
21422142,CMAJ,9711805,H
21421726,J Nucl Med,217410,H
21420888,Mol Genet Metab,9805456,H
21418585,Trials,101263253,E
21418448,Trop Med Int Health,9610576,H
21418261,Aliment Pharmacol Ther,8707234,E
21418447,Trop Med Int Health,9610576,H
21417952,N Engl J Med,255562,H
21415778,J Thorac Oncol,101274235,C
21416034,Afr Health Sci,101149451,H
21415613,J Ambul Care Manage,7802876,E
21415814,Blood Press Monit,9606438,C
21415777,J Thorac Oncol,101274235,C
21415357,Cancer Epidemiol Biomarkers Prev,9200608,C
21415158,J Am Soc Nephrol,9013836,H
21415156,J Am Soc Nephrol,9013836,H
21414978,Br J Anaesth,372541,H
21413846,J Palliat Med,9808462,E
21412761,Cancer,374236,C
21412424,PLoS One,101285081,H
21411716,Health Educ Behav,9704962,I
21411608,J Nutr,404243,G
21411606,J Nutr,404243,G
21411203,Am J Kidney Dis,8110075,C
21410949,BMC Surg,100968567,E
21410944,Malar J,101139802,C
21410446,J Am Geriatr Soc,7503062,H
21410393,N Engl J Med,255562,H
21410370,N Engl J Med,255562,H
21410371,N Engl J Med,255562,H
21409739,Psychother Res,9110958,F
21410369,N Engl J Med,255562,H
21410332,J Womens Health (Larchmt),101159262,N
21409705,J Ethn Subst Abuse,101083217,C
21406671,Circ Cardiovasc Qual Outcomes,101489148,E
21406489,Am J Mens Health,101287723,M
21406278,Am J Prev Med,8704773,H
21406117,BMC Musculoskelet Disord,100968565,C
21406015,Diabetes Technol Ther,100889084,C
21404147,Actas Esp Psiquiatr,100886502,F
21404051,Age (Dordr),101250497,G
21403974,ScientificWorldJournal,101131163,N
21403042,Arch Intern Med,372440,H
21402976,Arch Ophthalmol,7706534,H
21402724,Schizophr Bull,236760,F
21403073,Ann Intern Med,372351,H
21402547,J Infect Dis,413675,C
21402400,Gynecol Oncol,365304,C
21402328,J Physiother,101528691,E
21402326,J Physiother,101528691,E
21401941,BMC Health Serv Res,101088677,H
21402295,Value Health,100883818,E
21401585,Dev Med Child Neurol,6761,H
21401537,Anaesthesia,370524,H
21401248,Health Psychol,8211523,F
21400196,J Neurol,423161,H
21399651,Asian J Androl,100942132,C
21398682,J Epidemiol Community Health,7909766,H
21398619,J Natl Cancer Inst,7503089,C
21398582,Blood,7603509,H
21397530,Eur J Vasc Endovasc Surg,9512728,E
21397541,Int J Infect Dis,9610933,C
21397260,J Thorac Cardiovasc Surg,376343,H
21397257,J Thorac Cardiovasc Surg,376343,H
21396122,Trials,101263253,E
21396091,BMC Pregnancy Childbirth,100967799,C
21396089,Trials,101263253,E
21395928,Trop Med Int Health,9610576,H
21396130,Trials,101263253,E
21395892,Addiction,9304118,C
21396090,BMC Pregnancy Childbirth,100967799,C
21393623,Health Educ Behav,9704962,I
21393391,Chest,231335,C
21393063,Lancet Neurol,101139309,H
21393097,Epileptic Disord,100891853,C
21393114,Asia Pac J Clin Nutr,9440304,G
21392377,Trials,101263253,E
21392395,Trials,101263253,E
21391759,Gynecol Endocrinol,8807913,C
21391017,J Clin Child Adolesc Psychol,101133858,F
21391940,J Am Geriatr Soc,7503062,H
21390262,PLoS Med,101231360,N
21389626,Biosci Biotechnol Biochem,9205717,J
21389149,Clin Vaccine Immunol,101252125,E
21389041,Am J Epidemiol,7910653,N
21388554,Trials,101263253,E
21388549,Trials,101263253,E
21386986,PLoS One,101285081,H
21385466,BMC Complement Altern Med,101088661,E
21385401,BMC Health Serv Res,101088677,H
21385365,Trials,101263253,E
21385354,Trials,101263253,E
21385352,BMC Health Serv Res,101088677,H
21385361,Trials,101263253,E
21385432,BMC Psychiatry,100968559,F
21384219,J Gen Intern Med,8605834,H
21383275,Arch Pediatr Adolesc Med,9422751,H
21384285,Swiss Med Wkly,100970884,H
21383095,Antimicrob Agents Chemother,315061,E
21382868,Ann Oncol,9007735,C
21383263,Arch Gen Psychiatry,372435,H
21379571,PLoS One,101285081,H
21379417,Bull World Health Organ,7507052,H
21378213,Diabetes Care,7805975,C
21378175,Diabetes,372763,C
21377168,J Psychiatr Res,376331,F
21376537,Schizophr Res,8804207,F
21376050,Gastroenterology,374630,H
21375784,BMC Cancer,100967800,C
21375745,Trials,101263253,E
21375731,BMC Public Health,100968562,N
21375762,Trials,101263253,E
21374690,Hepatology,8302946,C
21373904,J Youth Adolesc,333507,M
21372609,Obes Facts,101469429,C
21373203,PLoS One,101285081,H
21372069,J Pediatr Psychol,7801773,F
21372283,Circ Cardiovasc Genet,101489144,C
21371993,J Med Internet Res,100959882,H
21371991,J Med Internet Res,100959882,H
21371992,J Med Internet Res,100959882,H
21371323,Implement Sci,101258411,H
21371499,Prev Med,322116,H
21371314,BMC Musculoskelet Disord,100968565,C
21371282,Int J Stroke,101274068,C
21369817,Int Urogynecol J,101567041,C
21369670,J Nutr Health Aging,100893366,G
21369538,Pain Res Manag,9612504,H
21369770,J Gen Intern Med,8605834,H
21368320,J Lipid Res,376606,D
21368745,Kidney Int,323470,A
21368086,Cereb Cortex,9110718,A
21367950,Am J Clin Nutr,376027,G
21367563,J Vasc Surg,8407742,E
21366927,Trials,101263253,E
21367351,J Clin Psychiatry,7801243,F
21366847,J Clin Hypertens (Greenwich),100888554,C
21366475,N Engl J Med,255562,H
21366473,N Engl J Med,255562,H
21366472,N Engl J Med,255562,H
21365405,Int J Clin Pharm,101554912,D
21365166,J Nutr Health Aging,100893366,G
21365172,Acta Derm Venereol,370310,C
21364772,PLoS One,101285081,H
21364138,JAMA,7501160,H
21363973,Am J Trop Med Hyg,370507,H
21362636,Biol Res Nurs,9815758,N
21362527,J Card Fail,9442138,A
21362184,Trials,101263253,E
21360754,Int J Geriatr Psychiatry,8710629,F
21360075,Breast Cancer Res Treat,8111104,C
21360029,J Cancer Educ,8610343,H
21360062,Prev Sci,100894724,N
21359223,PLoS One,101285081,H
21358485,Spine (Phila Pa 1976),7610646,A
21358011,Iran J Allergy Asthma Immunol,101146178,G
21357906,Ann Intern Med,372351,H
21357377,Cancer Epidemiol Biomarkers Prev,9200608,C
21356150,Public Health Nutr,9808463,H
21356075,Trials,101263253,E
21356061,BMC Musculoskelet Disord,100968565,C
21356121,BMC Geriatr,100968548,H
21356040,Trials,101263253,E
21356042,Trials,101263253,E
21354628,Psychiatry Res,7911385,F
21354671,Gac Sanit,8901623,Z
21354028,Ann Allergy Asthma Immunol,9503580,G
21353585,Eur J Cardiothorac Surg,8804069,H
21355071,Ann Oncol,9007735,C
21352528,BMC Musculoskelet Disord,100968565,C
21352597,Trials,101263253,E
21352609,Malar J,101139802,C
21350366,J Acquir Immune Defic Syndr,100892005,C
21350038,Gerontologist,375327,H
21349456,JACC Cardiovasc Interv,101467004,E
21349192,Trials,101263253,E
21349204,BMC Cardiovasc Disord,100968539,C
21348568,Am J Manag Care,9613960,Z
21347782,Ann Surg Oncol,9420840,C
21347608,Age (Dordr),101250497,G
21346758,Clin Pharmacol Ther,372741,H
21346618,J Clin Psychopharmacol,8109496,F
21347224,PLoS One,101285081,H
21346105,J Nutr,404243,G
21344051,J Clin Sleep Med,101231977,G
21344046,J Clin Sleep Med,101231977,G
21343937,Br J Cancer,370635,C
21343146,J Infect Dis,413675,C
21342490,BMC Geriatr,100968548,H
21343383,Ann Oncol,9007735,C
21341957,AIDS Educ Prev,9002873,C
21341922,Exp Clin Psychopharmacol,9419066,F
21341919,Exp Clin Psychopharmacol,9419066,F
21340475,Psychopharmacology (Berl),7608025,F
21339541,Acta Med Indones,7901042,H
21340022,PLoS One,101285081,H
21341893,Cultur Divers Ethnic Minor Psychol,100956435,F
21339543,Acta Med Indones,7901042,H
21338903,J Adolesc Health,9102136,H
21339418,Arch Dermatol,372433,H
21338496,BMC Complement Altern Med,101088661,E
21338492,Trials,101263253,E
21338481,Trials,101263253,E
21336464,Prim Care Respir J,101121543,E
21335616,J Pediatr Psychol,7801773,F
21335509,Cancer Epidemiol Biomarkers Prev,9200608,C
21335122,J Thorac Cardiovasc Surg,376343,H
21334623,Int J Nurs Stud,400675,H
21334262,Lancet Infect Dis,101130150,C
21334061,Lancet,2985213R,H
21334136,Eur Urol,7512719,H
21333021,BMC Neurol,100968555,C
21332740,Aust Dent J,370612,E
21333015,Trials,101263253,E
21332679,Acta Obstet Gynecol Scand,370343,H
21332580,Transpl Int,8908516,E
21332450,Acta Obstet Gynecol Scand,370343,H
21332573,Br J Clin Pharmacol,7503323,H
21331637,Clin Oral Investig,9707115,E
21331064,Obesity (Silver Spring),101264860,C
21330907,AIDS,8710219,C
21331516,Pediatr Cardiol,8003849,C
21330451,Phys Ther,22623,E
21330587,Am J Public Health,1254074,H
21330457,Am J Respir Crit Care Med,9421642,C
21329837,J Am Coll Cardiol,8301365,H
21329577,Int J Circumpolar Health,9713056,H
21329513,BMC Psychiatry,100968559,F
21329495,BMC Med Inform Decis Mak,101088682,L
21329501,Trials,101263253,E
21328522,Pediatr Blood Cancer,101186624,C
21328143,Psychol Health Med,9604099,E
21327529,J Gen Intern Med,8605834,H
21326328,J Hum Hypertens,8811625,C
21325466,J Clin Endocrinol Metab,375362,G
21325108,Am J Physiol Endocrinol Metab,100901226,G
21324992,BMJ,8900488,H
21324611,Drug Alcohol Depend,7513587,C
21324520,Lancet,2985213R,H
21324289,Health Technol Assess,9706284,N
21324143,BMC Womens Health,101088690,N
21324133,BMC Infect Dis,100968551,C
21324167,Trials,101263253,E
21324118,Trials,101263253,E
21323532,AIDS Patient Care STDS,9607225,C
21323251,J Nurs Educ,7705432,Z
21321461,Int Heart J,101244240,C
21321419,Indian J Med Res,374701,H
21321793,J Gen Intern Med,8605834,H
21321292,J Clin Oncol,8309333,H
21320923,Ann Intern Med,372351,H
21320346,Malar J,101139802,C
21320303,Trials,101263253,E
21320312,Implement Sci,101258411,H
21320331,BMC Public Health,100968562,N
21320227,Addiction,9304118,C
21320116,Epilepsia,2983306R,C
21320300,Trials,101263253,E
21318928,Psychol Health,8807983,I
21318412,J Behav Med,7807105,H
21319157,Cancer,374236,C
21317179,Thorax,417353,A
21317177,Gut,2985108R,H
21317198,Clin Pediatr (Phila),372606,H
21316156,Addict Behav,7603486,G
21316048,Fertil Steril,372772,C
21315637,Value Health,100883818,E
21315217,Am Heart J,370465,H
21314913,Trials,101263253,E
21314920,BMC Health Serv Res,101088677,H
21313926,J Extra Corpor Technol,267637,E
21314643,J Am Geriatr Soc,7503062,H
21292872,Am J Trop Med Hyg,370507,H
21292873,Am J Trop Med Hyg,370507,H
21311578,PLoS One,101285081,H
21311506,Obesity (Silver Spring),101264860,C
21311504,Am J Hypertens,8803676,C
21311842,Prim Care Respir J,101121543,E
21310836,Am J Clin Nutr,376027,G
21310819,J Am Soc Nephrol,9013836,H
21310831,Am J Clin Nutr,376027,G
21310551,Drug Alcohol Depend,7513587,C
21310051,BMC Pediatr,100967804,H
21310088,Trials,101263253,E
21310040,Trials,101263253,E
21309695,J Child Adolesc Psychopharmacol,9105358,D
21309658,Int J Pediatr Obes,101256330,C
21308343,Arq Bras Cardiol,421031,H
21307846,Neuropsychopharmacology,8904907,F
21307985,Perspect Health Inf Manag,101219871,E
21306612,Trials,101263253,E
21306829,Psychoneuroendocrinology,7612148,F
21306624,Trials,101263253,E
21306296,Scand J Prim Health Care,8510679,N
21306595,Addiction,9304118,C
21306277,N Engl J Med,255562,H
21306309,Acta Obstet Gynecol Scand,370343,H
21305483,Cardiol J,101392712,E
21305484,Cardiol J,101392712,E
21304923,PLoS Med,101231360,N
21304250,Horm Res Paediatr,101525157,C
21304925,PLoS Med,101231360,N
21304082,JAMA,7501160,H
21303636,J Diabetes Sci Technol,101306166,C
21303564,BMC Public Health,100968562,N
21303569,Br J Nutr,372547,G
21303515,Trials,101263253,E
21303505,BMC Pediatr,100967804,H
21300974,Neurology,401060,H
21300940,Arch Gen Psychiatry,372435,H
21300929,J Clin Oncol,8309333,H
21300923,J Clin Oncol,8309333,H
21300516,Patient Educ Couns,8406280,I
21300377,J Psychiatr Res,376331,F
21300339,Fertil Steril,372772,C
21300177,Contemp Clin Trials,101242342,H
21300709,BMJ,8900488,H
21300181,Contemp Clin Trials,101242342,H
21299297,Health Psychol,8211523,F
21296838,BMJ,8900488,H
21296600,Value Health,100883818,E
21296768,Br J Anaesth,372541,H
21295198,Am J Med,267200,H
21294869,Int J Behav Nutr Phys Act,101217089,I
21295742,J Clin Densitom,9808212,C
21293446,Obesity (Silver Spring),101264860,C
21293900,Eur J Clin Microbiol Infect Dis,8804297,H
21292898,Am J Trop Med Hyg,370507,H
21293451,Obesity (Silver Spring),101264860,C
21292895,Am J Trop Med Hyg,370507,H
21292635,Cancer Prev Res (Phila),101479409,C
21292633,Cancer Prev Res (Phila),101479409,C
21292262,Gastrointest Endosc,10505,H
21292169,J Pain,100898657,C
21292168,J Pain,100898657,C
21291445,Child Dev,372725,F
21291457,Dev Med Child Neurol,6761,H
21291323,J Interferon Cytokine Res,9507088,D
21291438,Child Dev,372725,F
21290963,Rehabil Nurs,8104825,E
21289601,Neuropsychopharmacology,8904907,F
21289620,Clin Pharmacol Ther,372741,H
21289249,J Clin Endocrinol Metab,375362,G
21289225,Am J Clin Nutr,376027,G
21288351,Trials,101263253,E
21288774,Lancet Infect Dis,101130150,C
21288340,Trials,101263253,E
21288325,Trials,101263253,E
21287904,J Natl Med Assoc,7503090,H
21286837,J Gen Intern Med,8605834,H
21286885,Clin Orthop Relat Res,75674,H
21286810,Prev Sci,100894724,N
21286241,Sleep,7809084,G
21286719,Cancer Chemother Pharmacol,7806519,C
21286008,J Korean Med Sci,8703518,H
21285133,Ann Oncol,9007735,C
21284702,Br J Clin Pharmacol,7503323,H
21284444,Arch Pathol Lab Med,7607091,H
21284065,Depress Anxiety,9708816,F
21283736,PLoS One,101285081,H
21282661,Proc Natl Acad Sci U S A,7505876,H
21283922,J Drugs Dermatol,101160020,C
21282548,J Clin Oncol,8309333,H
21282434,Antimicrob Agents Chemother,315061,E
21282546,J Clin Oncol,8309333,H
21282192,J Infect Dis,413675,C
21282194,J Infect Dis,413675,C
21282130,Gut,2985108R,H
21281461,BMC Cancer,100967800,C
21281463,BMC Med,101190723,H
21281407,Trop Med Int Health,9610576,H
21281668,Prev Med,322116,H
21278400,Sex Transm Infect,9805554,C
21279450,J Urban Health,9809909,N
21278001,Contemp Clin Trials,101242342,H
21278321,J Correct Health Care,9503759,I
21277704,Drug Alcohol Depend,7513587,C
21277694,Int J Radiat Oncol Biol Phys,7603616,H
21277016,Lancet,2985213R,H
21276573,Arch Cardiovasc Dis,101465655,C
21275979,Epilepsia,2983306R,C
21275916,Acta Obstet Gynecol Scand,370343,H
21275915,Acta Obstet Gynecol Scand,370343,H
21274861,Hepatology,8302946,C
21273927,Neurosurgery,7802914,H
21273177,Clin Lung Cancer,100893225,C
21273301,Alcohol Alcohol,8310684,D
21272897,J Thorac Cardiovasc Surg,376343,H
21272417,Public Health Nutr,9808463,H
21272195,J Clin Hypertens (Greenwich),100888554,C
21272067,Acta Paediatr,9205968,H
21270789,Clin Pharmacol Ther,372741,H
21270743,MMWR Morb Mortal Wkly Rep,7802429,Z
21270442,Blood,7603509,H
21270384,Am J Clin Nutr,376027,G
21270380,Am J Clin Nutr,376027,G
21270376,Am J Clin Nutr,376027,G
21270204,Diabetes Care,7805975,C
21270185,Diabetes Care,7805975,C
21270183,Diabetes Care,7805975,C
21270184,Diabetes Care,7805975,C
21269649,J Thorac Cardiovasc Surg,376343,H
21269646,J Thorac Cardiovasc Surg,376343,H
21269526,Trials,101263253,E
21269454,Trials,101263253,E
21269421,BMC Musculoskelet Disord,100968565,C
21268722,N Engl J Med,255562,H
21267525,J Nutr Health Aging,100893366,G
21267072,PLoS One,101285081,H
21269291,Epilepsia,2983306R,C
21266910,J Acquir Immune Defic Syndr,100892005,C
21267039,Pain Physician,100954394,C
21266647,Diabetes Care,7805975,C
21266516,Ann Oncol,9007735,C
21266057,Trials,101263253,E
21264685,Age (Dordr),101250497,G
21263343,J Cardiovasc Nurs,8703516,C
21263100,J Clin Oncol,8309333,H
21263080,Arch Intern Med,372440,H
21262889,Pediatrics,376422,H
21261935,BMC Public Health,100968562,N
21259280,Clin Cardiol,7903272,H
21258269,Sex Transm Dis,7705941,C
21261433,J Consult Clin Psychol,136553,F
21257986,Thorax,417353,A
21257115,J Adolesc Health,9102136,H
21256997,Am J Cardiol,207277,H
21256927,Neurosci Lett,7600130,H
21255459,Trials,101263253,E
21255083,Pediatr Allergy Immunol,9106718,C
21255422,Crit Care,9801902,E
21255399,Trials,101263253,E
21254853,J Dermatolog Treat,8918133,C
21254867,J Dermatolog Treat,8918133,C
21253715,Calcif Tissue Int,7905481,G
21253392,World J Gastroenterol,100883448,C
